condition,task_id,family,level,seed,success
C,2134,lighting,4,0,1
C,2134,lighting,4,0,0
C,2136,lighting,4,0,1
C,2136,lighting,4,0,0
C,2136,lighting,4,0,0
C,2136,lighting,4,0,1
C,2136,lighting,4,0,0
C,2137,lighting,4,0,0
C,2137,lighting,4,0,1
C,2137,lighting,4,0,1
C,2137,lighting,4,0,1
C,2137,lighting,4,0,1
C,2140,lighting,4,0,1
C,2140,lighting,4,0,1
C,2140,lighting,4,0,0
C,2140,lighting,4,0,0
C,2140,lighting,4,0,0
C,2150,lighting,4,0,0
C,2150,lighting,4,0,1
C,2150,lighting,4,0,0
C,2150,lighting,4,0,0
C,2150,lighting,4,0,1
C,2173,lighting,4,0,0
C,2173,lighting,4,0,1
C,2173,lighting,4,0,1
C,2173,lighting,4,0,1
C,2173,lighting,4,0,1
C,2180,lighting,4,0,0
C,2180,lighting,4,0,0
C,2180,lighting,4,0,0
C,2180,lighting,4,0,0
C,2180,lighting,4,0,0
C,2182,lighting,4,0,0
C,2182,lighting,4,0,1
C,2182,lighting,4,0,1
C,2182,lighting,4,0,0
C,2182,lighting,4,0,0
C,0,texture,2,0,1
C,0,texture,2,0,0
C,0,texture,2,0,0
C,0,texture,2,0,1
C,0,texture,2,0,1
C,1,texture,2,0,0
C,1,texture,2,0,0
C,1,texture,2,0,0
C,1,texture,2,0,0
C,1,texture,2,0,1
C,2,texture,2,0,0
C,2,texture,2,0,0
C,2,texture,2,0,0
C,2,texture,2,0,0
C,2,texture,2,0,1
C,3,texture,2,0,0
C,3,texture,2,0,0
C,3,texture,2,0,0
C,3,texture,2,0,1
C,3,texture,2,0,0
C,12,texture,2,0,0
C,12,texture,2,0,0
C,12,texture,2,0,0
C,12,texture,2,0,0
C,12,texture,2,0,0
C,14,texture,2,0,0
C,14,texture,2,0,0
C,14,texture,2,0,0
C,14,texture,2,0,1
C,14,texture,2,0,1
C,15,texture,2,0,0
C,15,texture,2,0,0
C,15,texture,2,0,0
C,15,texture,2,0,0
C,15,texture,2,0,0
C,17,texture,2,0,1
C,17,texture,2,0,0
C,17,texture,2,0,0
C,17,texture,2,0,0
C,17,texture,2,0,0
C,24,texture,2,0,0
C,24,texture,2,0,0
C,24,texture,2,0,0
C,24,texture,2,0,0
C,24,texture,2,0,0
C,25,texture,2,0,0
C,25,texture,2,0,0
C,25,texture,2,0,0
C,25,texture,2,0,0
C,25,texture,2,0,0
C,26,texture,2,0,1
C,26,texture,2,0,1
C,26,texture,2,0,1
C,26,texture,2,0,1
C,26,texture,2,0,1
C,32,texture,2,0,1
C,32,texture,2,0,0
C,32,texture,2,0,1
C,32,texture,2,0,0
C,32,texture,2,0,1
C,30,texture,4,0,0
C,30,texture,4,0,0
C,30,texture,4,0,0
C,30,texture,4,0,0
C,30,texture,4,0,0
C,31,texture,4,0,0
C,31,texture,4,0,0
C,31,texture,4,0,0
C,31,texture,4,0,0
C,31,texture,4,0,0
C,53,texture,4,0,1
C,53,texture,4,0,1
C,53,texture,4,0,1
C,53,texture,4,0,1
C,53,texture,4,0,1
C,54,texture,4,0,0
C,54,texture,4,0,0
C,54,texture,4,0,0
C,54,texture,4,0,0
C,54,texture,4,0,0
C,59,texture,4,0,1
C,59,texture,4,0,0
C,59,texture,4,0,1
C,59,texture,4,0,1
C,59,texture,4,0,0
C,63,texture,4,0,1
C,63,texture,4,0,0
C,63,texture,4,0,1
C,63,texture,4,0,1
C,63,texture,4,0,1
C,64,texture,4,0,1
C,64,texture,4,0,1
C,64,texture,4,0,1
C,64,texture,4,0,1
C,64,texture,4,0,1
C,66,texture,4,0,1
C,66,texture,4,0,1
C,66,texture,4,0,0
C,66,texture,4,0,0
C,66,texture,4,0,1
C,68,texture,4,0,1
C,68,texture,4,0,0
C,68,texture,4,0,1
C,68,texture,4,0,1
C,68,texture,4,0,1
C,69,texture,4,0,1
C,69,texture,4,0,0
C,69,texture,4,0,1
C,69,texture,4,0,1
C,69,texture,4,0,0
C,70,texture,4,0,1
C,70,texture,4,0,0
C,70,texture,4,0,1
C,70,texture,4,0,1
C,70,texture,4,0,1
C,87,texture,4,0,1
C,87,texture,4,0,1
C,87,texture,4,0,0
C,87,texture,4,0,0
C,87,texture,4,0,1
C,1375,noise,2,0,0
C,1375,noise,2,0,0
C,1375,noise,2,0,0
C,1375,noise,2,0,0
C,1375,noise,2,0,0
C,1376,noise,2,0,0
C,1376,noise,2,0,0
C,1376,noise,2,0,0
C,1376,noise,2,0,0
C,1376,noise,2,0,0
C,1377,noise,2,0,0
C,1377,noise,2,0,0
C,1377,noise,2,0,0
C,1377,noise,2,0,0
C,1377,noise,2,0,0
C,1378,noise,2,0,0
C,1378,noise,2,0,0
C,1378,noise,2,0,1
C,1378,noise,2,0,1
C,1378,noise,2,0,0
C,1379,noise,2,0,0
C,1379,noise,2,0,0
C,1379,noise,2,0,1
C,1379,noise,2,0,0
C,1379,noise,2,0,0
C,1383,noise,2,0,0
C,1383,noise,2,0,0
C,1383,noise,2,0,0
C,1383,noise,2,0,0
C,1383,noise,2,0,0
C,1387,noise,4,0,0
C,1387,noise,4,0,0
C,1387,noise,4,0,0
C,1387,noise,4,0,0
C,1387,noise,4,0,0
C,1388,noise,4,0,0
C,1388,noise,4,0,0
C,1388,noise,4,0,0
C,1388,noise,4,0,0
C,1388,noise,4,0,0
C,1389,noise,4,0,0
C,1389,noise,4,0,0
C,1389,noise,4,0,0
C,1389,noise,4,0,0
C,1389,noise,4,0,0
C,1410,noise,4,0,0
C,1410,noise,4,0,0
C,1410,noise,4,0,0
C,1410,noise,4,0,0
C,1410,noise,4,0,0
C,1413,noise,4,0,0
C,1413,noise,4,0,0
C,1413,noise,4,0,0
C,1413,noise,4,0,0
C,1413,noise,4,0,0
C,1417,noise,4,0,0
C,1417,noise,4,0,0
C,1417,noise,4,0,0
C,1417,noise,4,0,0
C,1417,noise,4,0,0
C,1767,layout,2,0,0
C,1767,layout,2,0,1
C,1767,layout,2,0,0
C,1767,layout,2,0,0
C,1767,layout,2,0,0
C,1893,layout,2,0,0
C,1893,layout,2,0,0
C,1893,layout,2,0,0
C,1893,layout,2,0,0
C,1893,layout,2,0,1
C,1902,layout,2,0,0
C,1902,layout,2,0,1
C,1902,layout,2,0,1
C,1902,layout,2,0,0
C,1902,layout,2,0,0
C,1912,layout,2,0,0
C,1912,layout,2,0,0
C,1912,layout,2,0,0
C,1912,layout,2,0,1
C,1912,layout,2,0,0
C,1918,layout,2,0,1
C,1918,layout,2,0,1
C,1918,layout,2,0,0
C,1918,layout,2,0,0
C,1918,layout,2,0,0
C,1931,layout,2,0,0
C,1931,layout,2,0,0
C,1931,layout,2,0,0
C,1931,layout,2,0,0
C,1931,layout,2,0,0
C,1939,layout,2,0,0
C,1939,layout,2,0,0
C,1939,layout,2,0,0
C,1939,layout,2,0,0
C,1939,layout,2,0,0
C,1948,layout,2,0,1
C,1948,layout,2,0,1
C,1948,layout,2,0,1
C,1948,layout,2,0,1
C,1948,layout,2,0,0
C,1952,layout,2,0,1
C,1952,layout,2,0,1
C,1952,layout,2,0,1
C,1952,layout,2,0,0
C,1952,layout,2,0,1
C,1953,layout,2,0,1
C,1953,layout,2,0,1
C,1953,layout,2,0,1
C,1953,layout,2,0,0
C,1953,layout,2,0,0
C,1954,layout,2,0,0
C,1954,layout,2,0,1
C,1954,layout,2,0,1
C,1954,layout,2,0,1
C,1954,layout,2,0,1
C,1955,layout,2,0,1
C,1955,layout,2,0,1
C,1955,layout,2,0,0
C,1955,layout,2,0,1
C,1955,layout,2,0,1
C,1725,layout,4,0,1
C,1725,layout,4,0,0
C,1725,layout,4,0,1
C,1725,layout,4,0,1
C,1725,layout,4,0,1
C,1727,layout,4,0,0
C,1727,layout,4,0,0
C,1727,layout,4,0,0
C,1727,layout,4,0,0
C,1727,layout,4,0,1
C,1728,layout,4,0,0
C,1728,layout,4,0,0
C,1728,layout,4,0,1
C,1728,layout,4,0,0
C,1728,layout,4,0,1
C,1730,layout,4,0,1
C,1730,layout,4,0,0
C,1730,layout,4,0,0
C,1730,layout,4,0,0
C,1730,layout,4,0,0
C,1731,layout,4,0,1
C,1731,layout,4,0,0
C,1731,layout,4,0,0
C,1731,layout,4,0,0
C,1731,layout,4,0,1
C,1732,layout,4,0,0
C,1732,layout,4,0,1
C,1732,layout,4,0,0
C,1732,layout,4,0,1
C,1732,layout,4,0,0
C,1735,layout,4,0,0
C,1735,layout,4,0,0
C,1735,layout,4,0,0
C,1735,layout,4,0,1
C,1735,layout,4,0,0
C,1738,layout,4,0,0
C,1738,layout,4,0,0
C,1738,layout,4,0,0
C,1738,layout,4,0,0
C,1738,layout,4,0,0
C,1741,layout,4,0,0
C,1741,layout,4,0,0
C,1741,layout,4,0,0
C,1741,layout,4,0,0
C,1741,layout,4,0,0
C,1743,layout,4,0,0
C,1743,layout,4,0,0
C,1743,layout,4,0,0
C,1743,layout,4,0,0
C,1743,layout,4,0,0
C,1744,layout,4,0,0
C,1744,layout,4,0,0
C,1744,layout,4,0,1
C,1744,layout,4,0,1
C,1744,layout,4,0,1
C,1745,layout,4,0,0
C,1745,layout,4,0,1
C,1745,layout,4,0,1
C,1745,layout,4,0,1
C,1745,layout,4,0,0
